,name,sex,year,times_compete
68,Rebeka Koha,F,2017,12
68,Rebeka Koha,F,2016,3
68,Rebeka Koha,F,2015,1
68,Rebeka Koha,F,2014,0
68,Rebeka Koha,F,2013,0
69,Maude Charron,F,2023,2
69,Maude Charron,F,2022,0
69,Maude Charron,F,2021,2
69,Maude Charron,F,2020,1
69,Maude Charron,F,2019,2
69,Maude Charron,F,2018,3
69,Maude Charron,F,2017,2
69,Maude Charron,F,2016,0
69,Maude Charron,F,2015,0
69,Maude Charron,F,2014,0
69,Maude Charron,F,2013,0
70,Mihaela Cambei,F,2023,4
70,Mihaela Cambei,F,2022,3
70,Mihaela Cambei,F,2021,2
70,Mihaela Cambei,F,2020,0
70,Mihaela Cambei,F,2019,0
70,Mihaela Cambei,F,2018,0
70,Mihaela Cambei,F,2017,2
70,Mihaela Cambei,F,2016,0
70,Mihaela Cambei,F,2015,0
70,Mihaela Cambei,F,2014,0
70,Mihaela Cambei,F,2013,0
71,Jourdan Delacruz,F,2023,2
71,Jourdan Delacruz,F,2022,1
71,Jourdan Delacruz,F,2021,2
71,Jourdan Delacruz,F,2020,2
71,Jourdan Delacruz,F,2019,2
71,Jourdan Delacruz,F,2018,7
71,Jourdan Delacruz,F,2017,1
71,Jourdan Delacruz,F,2016,7
71,Jourdan Delacruz,F,2015,2
71,Jourdan Delacruz,F,2014,0
71,Jourdan Delacruz,F,2013,0
72,Jessica Lucero,F,2023,0
72,Jessica Lucero,F,2022,0
72,Jessica Lucero,F,2021,0
72,Jessica Lucero,F,2020,0
72,Jessica Lucero,F,2019,3
72,Jessica Lucero,F,2018,2
72,Jessica Lucero,F,2017,2
72,Jessica Lucero,F,2016,7
72,Jessica Lucero,F,2015,4
72,Jessica Lucero,F,2014,0
72,Jessica Lucero,F,2013,0
73,Solfrid Koanda,F,2023,1
73,Solfrid Koanda,F,2022,0
73,Solfrid Koanda,F,2021,2
73,Solfrid Koanda,F,2020,0
73,Solfrid Koanda,F,2019,0
73,Solfrid Koanda,F,2018,0
73,Solfrid Koanda,F,2017,0
73,Solfrid Koanda,F,2016,0
73,Solfrid Koanda,F,2015,0
73,Solfrid Koanda,F,2014,0
73,Solfrid Koanda,F,2013,0
74,Iryna Dekha,F,2023,0
74,Iryna Dekha,F,2022,0
74,Iryna Dekha,F,2021,2
74,Iryna Dekha,F,2020,0
74,Iryna Dekha,F,2019,0
74,Iryna Dekha,F,2018,0
74,Iryna Dekha,F,2017,3
74,Iryna Dekha,F,2016,1
74,Iryna Dekha,F,2015,0
74,Iryna Dekha,F,2014,0
74,Iryna Dekha,F,2013,0
75,Hayley Reichardt,F,2023,0
75,Hayley Reichardt,F,2022,2
75,Hayley Reichardt,F,2021,1
75,Hayley Reichardt,F,2020,0
75,Hayley Reichardt,F,2019,0
75,Hayley Reichardt,F,2018,0
75,Hayley Reichardt,F,2017,0
75,Hayley Reichardt,F,2016,0
75,Hayley Reichardt,F,2015,0
75,Hayley Reichardt,F,2014,0
75,Hayley Reichardt,F,2013,0
76,Olivia Reeves,F,2023,1
76,Olivia Reeves,F,2022,3
76,Olivia Reeves,F,2021,1
76,Olivia Reeves,F,2020,0
76,Olivia Reeves,F,2019,0
76,Olivia Reeves,F,2018,0
76,Olivia Reeves,F,2017,0
76,Olivia Reeves,F,2016,0
76,Olivia Reeves,F,2015,0
76,Olivia Reeves,F,2014,0
76,Olivia Reeves,F,2013,0
77,Nina Stercx,F,2023,0
77,Nina Stercx,F,2022,3
77,Nina Stercx,F,2021,2
77,Nina Stercx,F,2020,0
77,Nina Stercx,F,2019,2
77,Nina Stercx,F,2018,1
77,Nina Stercx,F,2017,0
77,Nina Stercx,F,2016,0
77,Nina Stercx,F,2015,0
77,Nina Stercx,F,2014,0
77,Nina Stercx,F,2013,0
78,Deng Wei,F,2023,0
78,Deng Wei,F,2022,0
78,Deng Wei,F,2021,0
78,Deng Wei,F,2020,2
78,Deng Wei,F,2019,5
78,Deng Wei,F,2018,0
78,Deng Wei,F,2017,0
78,Deng Wei,F,2016,3
78,Deng Wei,F,2015,0
78,Deng Wei,F,2014,0
78,Deng Wei,F,2013,0
79,María Fernanda Valdés,F,2023,0
79,María Fernanda Valdés,F,2022,0
79,María Fernanda Valdés,F,2021,1
79,María Fernanda Valdés,F,2020,0
79,María Fernanda Valdés,F,2019,0
79,María Fernanda Valdés,F,2018,0
79,María Fernanda Valdés,F,2017,0
79,María Fernanda Valdés,F,2016,1
79,María Fernanda Valdés,F,2015,0
79,María Fernanda Valdés,F,2014,0
79,María Fernanda Valdés,F,2013,0
80,Iam-My Siriwimon,F,2023,2
80,Iam-My Siriwimon,F,2022,0
80,Iam-My Siriwimon,F,2021,0
80,Iam-My Siriwimon,F,2020,0
80,Iam-My Siriwimon,F,2019,0
80,Iam-My Siriwimon,F,2018,0
80,Iam-My Siriwimon,F,2017,0
80,Iam-My Siriwimon,F,2016,0
80,Iam-My Siriwimon,F,2015,0
80,Iam-My Siriwimon,F,2014,0
80,Iam-My Siriwimon,F,2013,0
81,Maddy Myers,F,2023,0
81,Maddy Myers,F,2022,0
81,Maddy Myers,F,2021,0
81,Maddy Myers,F,2020,0
81,Maddy Myers,F,2019,0
81,Maddy Myers,F,2018,0
81,Maddy Myers,F,2017,7
81,Maddy Myers,F,2016,5
81,Maddy Myers,F,2015,4
81,Maddy Myers,F,2014,0
81,Maddy Myers,F,2013,0
82,Tatiana Kashirina,F,2023,0
82,Tatiana Kashirina,F,2022,0
82,Tatiana Kashirina,F,2021,0
82,Tatiana Kashirina,F,2020,0
82,Tatiana Kashirina,F,2019,0
82,Tatiana Kashirina,F,2018,0
82,Tatiana Kashirina,F,2017,0
82,Tatiana Kashirina,F,2016,0
82,Tatiana Kashirina,F,2015,2
82,Tatiana Kashirina,F,2014,0
82,Tatiana Kashirina,F,2013,0
